Method,numP,Width,Height,Ratio,Sample Index,Time (s),Status
SSI,314,50,50,0.10,91,0.0322,Completed
SSI,314,50,50,0.10,92,0.0266,Completed
SSI,314,50,50,0.10,93,0.0333,Completed
SSI,314,50,50,0.10,94,0.0371,Completed
SSI,314,50,50,0.10,95,0.0346,Completed
SSI,314,50,50,0.10,96,0.0300,Completed
SSI,314,50,50,0.10,97,0.0269,Completed
SSI,314,50,50,0.10,98,0.0317,Completed
SSI,314,50,50,0.10,99,0.0275,Completed
SSI,314,50,50,0.11,0,0.0272,Completed
SSI,314,50,50,0.11,1,0.0277,Completed
SSI,314,50,50,0.11,2,0.0211,Completed
SSI,314,50,50,0.11,3,0.0351,Completed
SSI,314,50,50,0.11,4,0.0306,Completed
SSI,314,50,50,0.11,5,0.0316,Completed
SSI,314,50,50,0.11,6,0.0340,Completed
SSI,314,50,50,0.11,7,0.0441,Completed
SSI,314,50,50,0.11,8,0.0320,Completed
SSI,314,50,50,0.11,9,0.0418,Completed
SSI,314,50,50,0.11,10,0.0410,Completed
SSI,314,50,50,0.11,11,0.0286,Completed
SSI,314,50,50,0.11,12,0.0276,Completed
SSI,314,50,50,0.11,13,0.0398,Completed
SSI,314,50,50,0.11,14,0.0370,Completed
SSI,314,50,50,0.11,15,0.0373,Completed
SSI,314,50,50,0.11,16,0.0311,Completed
SSI,314,50,50,0.11,17,0.0277,Completed
SSI,314,50,50,0.11,18,0.0333,Completed
SSI,314,50,50,0.11,19,0.0217,Completed
SSI,314,50,50,0.11,20,0.0293,Completed
SSI,314,50,50,0.11,21,0.0271,Completed
SSI,314,50,50,0.11,22,0.0311,Completed
SSI,314,50,50,0.11,23,0.0316,Completed
SSI,314,50,50,0.11,24,0.0312,Completed
SSI,314,50,50,0.11,25,0.0317,Completed
SSI,314,50,50,0.11,26,0.0286,Completed
SSI,314,50,50,0.11,27,0.0210,Completed
SSI,314,50,50,0.11,28,0.0291,Completed
SSI,314,50,50,0.11,29,0.0281,Completed
SSI,314,50,50,0.11,30,0.0291,Completed
SSI,314,50,50,0.11,31,0.0311,Completed
SSI,314,50,50,0.11,32,0.0293,Completed
SSI,314,50,50,0.11,33,0.0346,Completed
SSI,314,50,50,0.11,34,0.0282,Completed
SSI,314,50,50,0.11,35,0.0343,Completed
SSI,314,50,50,0.11,36,0.0300,Completed
SSI,314,50,50,0.11,37,0.0537,Completed
SSI,314,50,50,0.11,38,0.0361,Completed
SSI,314,50,50,0.11,39,0.0337,Completed
SSI,314,50,50,0.11,40,0.0367,Completed
SSI,314,50,50,0.11,41,0.0445,Completed
SSI,314,50,50,0.11,42,0.0513,Completed
SSI,314,50,50,0.11,43,0.0564,Completed
SSI,314,50,50,0.11,44,0.0373,Completed
SSI,314,50,50,0.11,45,0.0297,Completed
SSI,314,50,50,0.11,46,0.0372,Completed
SSI,314,50,50,0.11,47,0.0288,Completed
SSI,314,50,50,0.11,48,0.0292,Completed
SSI,314,50,50,0.11,49,0.0285,Completed
SSI,314,50,50,0.11,50,0.0369,Completed
SSI,314,50,50,0.11,51,0.0305,Completed
SSI,314,50,50,0.11,52,0.0277,Completed
SSI,314,50,50,0.11,53,0.0302,Completed
SSI,314,50,50,0.11,54,0.0298,Completed
SSI,314,50,50,0.11,55,0.0286,Completed
SSI,314,50,50,0.11,56,0.0276,Completed
SSI,314,50,50,0.11,57,0.0352,Completed
SSI,314,50,50,0.11,58,0.0279,Completed
SSI,314,50,50,0.11,59,0.0274,Completed
SSI,314,50,50,0.11,60,0.0247,Completed
SSI,314,50,50,0.11,61,0.0415,Completed
SSI,314,50,50,0.11,62,0.0272,Completed
SSI,314,50,50,0.11,63,0.0259,Completed
SSI,314,50,50,0.11,64,0.0302,Completed
SSI,314,50,50,0.11,65,0.0314,Completed
SSI,314,50,50,0.11,66,0.0249,Completed
SSI,314,50,50,0.11,67,0.0309,Completed
SSI,314,50,50,0.11,68,0.0291,Completed
SSI,314,50,50,0.11,69,0.0332,Completed
SSI,314,50,50,0.11,70,0.0266,Completed
SSI,314,50,50,0.11,71,0.0242,Completed
SSI,314,50,50,0.11,72,0.0292,Completed
SSI,314,50,50,0.11,73,0.0303,Completed
SSI,314,50,50,0.11,74,0.0307,Completed
SSI,314,50,50,0.11,75,0.0337,Completed
SSI,314,50,50,0.11,76,0.0305,Completed
SSI,314,50,50,0.11,77,0.0315,Completed
SSI,314,50,50,0.11,78,0.0339,Completed
SSI,314,50,50,0.11,79,0.0392,Completed
SSI,314,50,50,0.11,80,0.0344,Completed
SSI,314,50,50,0.11,81,0.0371,Completed
SSI,314,50,50,0.11,82,0.0278,Completed
SSI,314,50,50,0.11,83,0.0282,Completed
SSI,314,50,50,0.11,84,0.0269,Completed
SSI,314,50,50,0.11,85,0.0258,Completed
SSI,314,50,50,0.11,86,0.0279,Completed
SSI,314,50,50,0.11,87,0.0291,Completed
SSI,314,50,50,0.11,88,0.0294,Completed
SSI,314,50,50,0.11,89,0.0278,Completed
SSI,314,50,50,0.11,90,0.0263,Completed
SSI,314,50,50,0.11,91,0.0330,Completed
SSI,314,50,50,0.11,92,0.0277,Completed
SSI,314,50,50,0.11,93,0.0289,Completed
SSI,314,50,50,0.11,94,0.0318,Completed
SSI,314,50,50,0.11,95,0.0308,Completed
SSI,314,50,50,0.11,96,0.0218,Completed
SSI,314,50,50,0.11,97,0.0265,Completed
SSI,314,50,50,0.11,98,0.0246,Completed
SSI,314,50,50,0.11,99,0.0299,Completed
SSI,314,50,50,0.12,0,0.0266,Completed
SSI,314,50,50,0.12,1,0.0272,Completed
SSI,314,50,50,0.12,2,0.0257,Completed
SSI,314,50,50,0.12,3,0.0314,Completed
SSI,314,50,50,0.12,4,0.0271,Completed
SSI,314,50,50,0.12,5,0.0285,Completed
SSI,314,50,50,0.12,6,0.0404,Completed
SSI,314,50,50,0.12,7,0.0408,Completed
SSI,314,50,50,0.12,8,0.0286,Completed
SSI,314,50,50,0.12,9,0.0320,Completed
SSI,314,50,50,0.12,10,0.0292,Completed
SSI,314,50,50,0.12,11,0.0249,Completed
SSI,314,50,50,0.12,12,0.0308,Completed
SSI,314,50,50,0.12,13,0.0311,Completed
SSI,314,50,50,0.12,14,0.0297,Completed
SSI,314,50,50,0.12,15,0.0318,Completed
SSI,314,50,50,0.12,16,0.0346,Completed
SSI,314,50,50,0.12,17,0.0317,Completed
SSI,314,50,50,0.12,18,0.0292,Completed
SSI,314,50,50,0.12,19,0.0264,Completed
SSI,314,50,50,0.12,20,0.0289,Completed
SSI,314,50,50,0.12,21,0.0331,Completed
SSI,314,50,50,0.12,22,0.0361,Completed
SSI,314,50,50,0.12,23,0.0285,Completed
SSI,314,50,50,0.12,24,0.0316,Completed
SSI,314,50,50,0.12,25,0.0230,Completed
SSI,314,50,50,0.12,26,0.0283,Completed
SSI,314,50,50,0.12,27,0.0281,Completed
SSI,314,50,50,0.12,28,0.0246,Completed
SSI,314,50,50,0.12,29,0.0227,Completed
SSI,314,50,50,0.12,30,0.0279,Completed
SSI,314,50,50,0.12,31,0.0282,Completed
SSI,314,50,50,0.12,32,0.0279,Completed
SSI,314,50,50,0.12,33,0.0271,Completed
SSI,314,50,50,0.12,34,0.0311,Completed
SSI,314,50,50,0.12,35,0.0301,Completed
SSI,314,50,50,0.12,36,0.0267,Completed
SSI,314,50,50,0.12,37,0.0256,Completed
SSI,314,50,50,0.12,38,0.0327,Completed
SSI,314,50,50,0.12,39,0.0285,Completed
SSI,314,50,50,0.12,40,0.0320,Completed
SSI,314,50,50,0.12,41,0.0297,Completed
SSI,314,50,50,0.12,42,0.0315,Completed
SSI,314,50,50,0.12,43,0.0251,Completed
SSI,314,50,50,0.12,44,0.0297,Completed
SSI,314,50,50,0.12,45,0.0260,Completed
SSI,314,50,50,0.12,46,0.0249,Completed
SSI,314,50,50,0.12,47,0.0237,Completed
SSI,314,50,50,0.12,48,0.0282,Completed
SSI,314,50,50,0.12,49,0.0277,Completed
SSI,314,50,50,0.12,50,0.0252,Completed
SSI,314,50,50,0.12,51,0.0238,Completed
SSI,314,50,50,0.12,52,0.0232,Completed
SSI,314,50,50,0.12,53,0.0352,Completed
SSI,314,50,50,0.12,54,0.0258,Completed
SSI,314,50,50,0.12,55,0.0291,Completed
SSI,314,50,50,0.12,56,0.0387,Completed
SSI,314,50,50,0.12,57,0.0311,Completed
SSI,314,50,50,0.12,58,0.0296,Completed
SSI,314,50,50,0.12,59,0.0285,Completed
SSI,314,50,50,0.12,60,0.0272,Completed
SSI,314,50,50,0.12,61,0.0329,Completed
SSI,314,50,50,0.12,62,0.0264,Completed
SSI,314,50,50,0.12,63,0.0271,Completed
SSI,314,50,50,0.12,64,0.0247,Completed
SSI,314,50,50,0.12,65,0.0284,Completed
SSI,314,50,50,0.12,66,0.0258,Completed
SSI,314,50,50,0.12,67,0.0293,Completed
SSI,314,50,50,0.12,68,0.0334,Completed
SSI,314,50,50,0.12,69,0.0262,Completed
SSI,314,50,50,0.12,70,0.0281,Completed
SSI,314,50,50,0.12,71,0.0241,Completed
SSI,314,50,50,0.12,72,0.0314,Completed
SSI,314,50,50,0.12,73,0.0249,Completed
SSI,314,50,50,0.12,74,0.0321,Completed
SSI,314,50,50,0.12,75,0.0245,Completed
SSI,314,50,50,0.12,76,0.0236,Completed
SSI,314,50,50,0.12,77,0.0313,Completed
SSI,314,50,50,0.12,78,0.0293,Completed
SSI,314,50,50,0.12,79,0.0332,Completed
SSI,314,50,50,0.12,80,0.0240,Completed
SSI,314,50,50,0.12,81,0.0237,Completed
SSI,314,50,50,0.12,82,0.0319,Completed
SSI,314,50,50,0.12,83,0.0307,Completed
SSI,314,50,50,0.12,84,0.0279,Completed
SSI,314,50,50,0.12,85,0.0297,Completed
SSI,314,50,50,0.12,86,0.0407,Completed
SSI,314,50,50,0.12,87,0.0337,Completed
SSI,314,50,50,0.12,88,0.0234,Completed
SSI,314,50,50,0.12,89,0.0280,Completed
SSI,314,50,50,0.12,90,0.0189,Completed
SSI,314,50,50,0.12,91,0.0253,Completed
SSI,314,50,50,0.12,92,0.0288,Completed
SSI,314,50,50,0.12,93,0.0312,Completed
SSI,314,50,50,0.12,94,0.0294,Completed
SSI,314,50,50,0.12,95,0.0275,Completed
SSI,314,50,50,0.12,96,0.0271,Completed
SSI,314,50,50,0.12,97,0.0210,Completed
SSI,314,50,50,0.12,98,0.0243,Completed
SSI,314,50,50,0.12,99,0.0297,Completed
SSI,314,50,50,0.13,0,0.0293,Completed
SSI,314,50,50,0.13,1,0.0225,Completed
SSI,314,50,50,0.13,2,0.0271,Completed
SSI,314,50,50,0.13,3,0.0202,Completed
SSI,314,50,50,0.13,4,0.0253,Completed
SSI,314,50,50,0.13,5,0.0255,Completed
SSI,314,50,50,0.13,6,0.0279,Completed
SSI,314,50,50,0.13,7,0.0236,Completed
SSI,314,50,50,0.13,8,0.0308,Completed
SSI,314,50,50,0.13,9,0.0247,Completed
SSI,314,50,50,0.13,10,0.0297,Completed
SSI,314,50,50,0.13,11,0.0386,Completed
SSI,314,50,50,0.13,12,0.0296,Completed
SSI,314,50,50,0.13,13,0.0280,Completed
SSI,314,50,50,0.13,14,0.0255,Completed
SSI,314,50,50,0.13,15,0.0312,Completed
SSI,314,50,50,0.13,16,0.0278,Completed
SSI,314,50,50,0.13,17,0.0247,Completed
SSI,314,50,50,0.13,18,0.0271,Completed
SSI,314,50,50,0.13,19,0.0265,Completed
SSI,314,50,50,0.13,20,0.0300,Completed
SSI,314,50,50,0.13,21,0.0272,Completed
SSI,314,50,50,0.13,22,0.0321,Completed
SSI,314,50,50,0.13,23,0.0274,Completed
SSI,314,50,50,0.13,24,0.0265,Completed
SSI,314,50,50,0.13,25,0.0304,Completed
SSI,314,50,50,0.13,26,0.0265,Completed
SSI,314,50,50,0.13,27,0.0235,Completed
SSI,314,50,50,0.13,28,0.0284,Completed
SSI,314,50,50,0.13,29,0.0286,Completed
SSI,314,50,50,0.13,30,0.0324,Completed
SSI,314,50,50,0.13,31,0.0276,Completed
SSI,314,50,50,0.13,32,0.0342,Completed
SSI,314,50,50,0.13,33,0.0245,Completed
SSI,314,50,50,0.13,34,0.0234,Completed
SSI,314,50,50,0.13,35,0.0309,Completed
SSI,314,50,50,0.13,36,0.0286,Completed
SSI,314,50,50,0.13,37,0.0358,Completed
SSI,314,50,50,0.13,38,0.0275,Completed
SSI,314,50,50,0.13,39,0.0253,Completed
SSI,314,50,50,0.13,40,0.0238,Completed
SSI,314,50,50,0.13,41,0.0271,Completed
SSI,314,50,50,0.13,42,0.0260,Completed
SSI,314,50,50,0.13,43,0.0238,Completed
SSI,314,50,50,0.13,44,0.0411,Completed
SSI,314,50,50,0.13,45,0.0269,Completed
SSI,314,50,50,0.13,46,0.0278,Completed
SSI,314,50,50,0.13,47,0.0288,Completed
SSI,314,50,50,0.13,48,0.0259,Completed
SSI,314,50,50,0.13,49,0.0289,Completed
SSI,314,50,50,0.13,50,0.0262,Completed
SSI,314,50,50,0.13,51,0.0272,Completed
SSI,314,50,50,0.13,52,0.0293,Completed
SSI,314,50,50,0.13,53,0.0308,Completed
SSI,314,50,50,0.13,54,0.0440,Completed
SSI,314,50,50,0.13,55,0.0222,Completed
SSI,314,50,50,0.13,56,0.0305,Completed
SSI,314,50,50,0.13,57,0.0296,Completed
SSI,314,50,50,0.13,58,0.0289,Completed
SSI,314,50,50,0.13,59,0.0263,Completed
SSI,314,50,50,0.13,60,0.0348,Completed
SSI,314,50,50,0.13,61,0.0374,Completed
SSI,314,50,50,0.13,62,0.0266,Completed
SSI,314,50,50,0.13,63,0.0206,Completed
SSI,314,50,50,0.13,64,0.0222,Completed
SSI,314,50,50,0.13,65,0.0310,Completed
SSI,314,50,50,0.13,66,0.0297,Completed
SSI,314,50,50,0.13,67,0.0311,Completed
SSI,314,50,50,0.13,68,0.0264,Completed
SSI,314,50,50,0.13,69,0.0283,Completed
SSI,314,50,50,0.13,70,0.0254,Completed
SSI,314,50,50,0.13,71,0.0221,Completed
SSI,314,50,50,0.13,72,0.0274,Completed
SSI,314,50,50,0.13,73,0.0200,Completed
SSI,314,50,50,0.13,74,0.0221,Completed
SSI,314,50,50,0.13,75,0.0258,Completed
SSI,314,50,50,0.13,76,0.0286,Completed
SSI,314,50,50,0.13,77,0.0264,Completed
SSI,314,50,50,0.13,78,0.0336,Completed
SSI,314,50,50,0.13,79,0.0332,Completed
SSI,314,50,50,0.13,80,0.0279,Completed
SSI,314,50,50,0.13,81,0.0346,Completed
SSI,314,50,50,0.13,82,0.0382,Completed
SSI,314,50,50,0.13,83,0.0320,Completed
SSI,314,50,50,0.13,84,0.0352,Completed
SSI,314,50,50,0.13,85,0.0366,Completed
SSI,314,50,50,0.13,86,0.0406,Completed
SSI,314,50,50,0.13,87,0.0394,Completed
SSI,314,50,50,0.13,88,0.0309,Completed
SSI,314,50,50,0.13,89,0.0325,Completed
SSI,314,50,50,0.13,90,0.0277,Completed
SSI,314,50,50,0.13,91,0.0280,Completed
SSI,314,50,50,0.13,92,0.0293,Completed
SSI,314,50,50,0.13,93,0.0314,Completed
SSI,314,50,50,0.13,94,0.0297,Completed
SSI,314,50,50,0.13,95,0.0290,Completed
SSI,314,50,50,0.13,96,0.0280,Completed
SSI,314,50,50,0.13,97,0.0241,Completed
SSI,314,50,50,0.13,98,0.0307,Completed
SSI,314,50,50,0.13,99,0.0296,Completed
SSI,314,50,50,0.14,0,0.0289,Completed
SSI,314,50,50,0.14,1,0.0271,Completed
SSI,314,50,50,0.14,2,0.0253,Completed
SSI,314,50,50,0.14,3,0.0308,Completed
SSI,314,50,50,0.14,4,0.0301,Completed
SSI,314,50,50,0.14,5,0.0322,Completed
SSI,314,50,50,0.14,6,0.0241,Completed
SSI,314,50,50,0.14,7,0.0232,Completed
SSI,314,50,50,0.14,8,0.0307,Completed
SSI,314,50,50,0.14,9,0.0336,Completed
SSI,314,50,50,0.14,10,0.0364,Completed
SSI,314,50,50,0.14,11,0.0411,Completed
SSI,314,50,50,0.14,12,0.0311,Completed
SSI,314,50,50,0.14,13,0.0329,Completed
SSI,314,50,50,0.14,14,0.0279,Completed
SSI,314,50,50,0.14,15,0.0325,Completed
SSI,314,50,50,0.14,16,0.0317,Completed
SSI,314,50,50,0.14,17,0.0323,Completed
SSI,314,50,50,0.14,18,0.0436,Completed
SSI,314,50,50,0.14,19,0.0331,Completed
SSI,314,50,50,0.14,20,0.0290,Completed
SSI,314,50,50,0.14,21,0.0352,Completed
SSI,314,50,50,0.14,22,0.0256,Completed
SSI,314,50,50,0.14,23,0.0339,Completed
SSI,314,50,50,0.14,24,0.0295,Completed
SSI,314,50,50,0.14,25,0.0367,Completed
SSI,314,50,50,0.14,26,0.0287,Completed
SSI,314,50,50,0.14,27,0.0399,Completed
SSI,314,50,50,0.14,28,0.0351,Completed
SSI,314,50,50,0.14,29,0.0288,Completed
SSI,314,50,50,0.14,30,0.0312,Completed
SSI,314,50,50,0.14,31,0.0429,Completed
SSI,314,50,50,0.14,32,0.0306,Completed
SSI,314,50,50,0.14,33,0.0310,Completed
SSI,314,50,50,0.14,34,0.0327,Completed
SSI,314,50,50,0.14,35,0.0292,Completed
SSI,314,50,50,0.14,36,0.0353,Completed
SSI,314,50,50,0.14,37,0.0433,Completed
SSI,314,50,50,0.14,38,0.0319,Completed
SSI,314,50,50,0.14,39,0.0267,Completed
SSI,314,50,50,0.14,40,0.0400,Completed
SSI,314,50,50,0.14,41,0.0335,Completed
SSI,314,50,50,0.14,42,0.0257,Completed
SSI,314,50,50,0.14,43,0.0306,Completed
SSI,314,50,50,0.14,44,0.0290,Completed
SSI,314,50,50,0.14,45,0.0322,Completed
SSI,314,50,50,0.14,46,0.0276,Completed
SSI,314,50,50,0.14,47,0.0311,Completed
SSI,314,50,50,0.14,48,0.0304,Completed
SSI,314,50,50,0.14,49,0.0340,Completed
SSI,314,50,50,0.14,50,0.0301,Completed
SSI,314,50,50,0.14,51,0.0308,Completed
SSI,314,50,50,0.14,52,0.0343,Completed
SSI,314,50,50,0.14,53,0.0243,Completed
SSI,314,50,50,0.14,54,0.0311,Completed
SSI,314,50,50,0.14,55,0.0282,Completed
SSI,314,50,50,0.14,56,0.0290,Completed
SSI,314,50,50,0.14,57,0.0408,Completed
SSI,314,50,50,0.14,58,0.0370,Completed
SSI,314,50,50,0.14,59,0.0286,Completed
SSI,314,50,50,0.14,60,0.0328,Completed
SSI,314,50,50,0.14,61,0.0303,Completed
SSI,314,50,50,0.14,62,0.0298,Completed
SSI,314,50,50,0.14,63,0.0288,Completed
SSI,314,50,50,0.14,64,0.0280,Completed
SSI,314,50,50,0.14,65,0.0254,Completed
SSI,314,50,50,0.14,66,0.0303,Completed
SSI,314,50,50,0.14,67,0.0309,Completed
SSI,314,50,50,0.14,68,0.0332,Completed
SSI,314,50,50,0.14,69,0.0327,Completed
SSI,314,50,50,0.14,70,0.0326,Completed
SSI,314,50,50,0.14,71,0.0368,Completed
SSI,314,50,50,0.14,72,0.0396,Completed
SSI,314,50,50,0.14,73,0.0329,Completed
SSI,314,50,50,0.14,74,0.0371,Completed
SSI,314,50,50,0.14,75,0.0300,Completed
SSI,314,50,50,0.14,76,0.0323,Completed
SSI,314,50,50,0.14,77,0.0360,Completed
SSI,314,50,50,0.14,78,0.0298,Completed
SSI,314,50,50,0.14,79,0.0308,Completed
SSI,314,50,50,0.14,80,0.0270,Completed
SSI,314,50,50,0.14,81,0.0312,Completed
SSI,314,50,50,0.14,82,0.0308,Completed
SSI,314,50,50,0.14,83,0.0370,Completed
SSI,314,50,50,0.14,84,0.0300,Completed
SSI,314,50,50,0.14,85,0.0324,Completed
SSI,314,50,50,0.14,86,0.0275,Completed
SSI,314,50,50,0.14,87,0.0393,Completed
SSI,314,50,50,0.14,88,0.0300,Completed
SSI,314,50,50,0.14,89,0.0313,Completed
SSI,314,50,50,0.14,90,0.0318,Completed
SSI,314,50,50,0.14,91,0.0281,Completed
SSI,314,50,50,0.14,92,0.0335,Completed
SSI,314,50,50,0.14,93,0.0321,Completed
SSI,314,50,50,0.14,94,0.0327,Completed
SSI,314,50,50,0.14,95,0.0212,Completed
SSI,314,50,50,0.14,96,0.0211,Completed
SSI,314,50,50,0.14,97,0.0283,Completed
SSI,314,50,50,0.14,98,0.0336,Completed
SSI,314,50,50,0.14,99,0.0321,Completed
SSI,314,50,50,0.15,0,0.0370,Completed
SSI,314,50,50,0.15,1,0.0313,Completed
SSI,314,50,50,0.15,2,0.0397,Completed
SSI,314,50,50,0.15,3,0.0309,Completed
SSI,314,50,50,0.15,4,0.0378,Completed
SSI,314,50,50,0.15,5,0.0313,Completed
SSI,314,50,50,0.15,6,0.0380,Completed
SSI,314,50,50,0.15,7,0.0315,Completed
SSI,314,50,50,0.15,8,0.0312,Completed
SSI,314,50,50,0.15,9,0.0345,Completed
SSI,314,50,50,0.15,10,0.0324,Completed
SSI,314,50,50,0.15,11,0.0299,Completed
SSI,314,50,50,0.15,12,0.0261,Completed
SSI,314,50,50,0.15,13,0.0334,Completed
SSI,314,50,50,0.15,14,0.0268,Completed
SSI,314,50,50,0.15,15,0.0309,Completed
SSI,314,50,50,0.15,16,0.0329,Completed
SSI,314,50,50,0.15,17,0.0300,Completed
SSI,314,50,50,0.15,18,0.0270,Completed
SSI,314,50,50,0.15,19,0.0245,Completed
SSI,314,50,50,0.15,20,0.0287,Completed
SSI,314,50,50,0.15,21,0.0302,Completed
SSI,314,50,50,0.15,22,0.0287,Completed
SSI,314,50,50,0.15,23,0.0236,Completed
SSI,314,50,50,0.15,24,0.0254,Completed
SSI,314,50,50,0.15,25,0.0292,Completed
SSI,314,50,50,0.15,26,0.0309,Completed
SSI,314,50,50,0.15,27,0.0300,Completed
SSI,314,50,50,0.15,28,0.0310,Completed
SSI,314,50,50,0.15,29,0.0304,Completed
SSI,314,50,50,0.15,30,0.0367,Completed
SSI,314,50,50,0.15,31,0.0330,Completed
SSI,314,50,50,0.15,32,0.0240,Completed
SSI,314,50,50,0.15,33,0.0339,Completed
SSI,314,50,50,0.15,34,0.0308,Completed
SSI,314,50,50,0.15,35,0.0318,Completed
SSI,314,50,50,0.15,36,0.0323,Completed
SSI,314,50,50,0.15,37,0.0368,Completed
SSI,314,50,50,0.15,38,0.0271,Completed
SSI,314,50,50,0.15,39,0.0353,Completed
SSI,314,50,50,0.15,40,0.0321,Completed
SSI,314,50,50,0.15,41,0.0308,Completed
SSI,314,50,50,0.15,42,0.0290,Completed
SSI,314,50,50,0.15,43,0.0329,Completed
SSI,314,50,50,0.15,44,0.0205,Completed
SSI,314,50,50,0.15,45,0.0197,Completed
SSI,314,50,50,0.15,46,0.0274,Completed
SSI,314,50,50,0.15,47,0.0285,Completed
SSI,314,50,50,0.15,48,0.0280,Completed
SSI,314,50,50,0.15,49,0.0407,Completed
SSI,314,50,50,0.15,50,0.0264,Completed
SSI,314,50,50,0.15,51,0.0310,Completed
SSI,314,50,50,0.15,52,0.0322,Completed
SSI,314,50,50,0.15,53,0.0247,Completed
SSI,314,50,50,0.15,54,0.0299,Completed
SSI,314,50,50,0.15,55,0.0283,Completed
SSI,314,50,50,0.15,56,0.0278,Completed
