Method,numP,Width,Height,Ratio,Sample,Time_s,Status,Attempts,Rejects
SSI,314,50,50,0.100,35,0.025,Completed,333,19
SSI,314,50,50,0.100,36,0.029,Completed,328,14
SSI,314,50,50,0.100,37,0.025,Completed,333,19
SSI,314,50,50,0.100,38,0.029,Completed,335,21
SSI,314,50,50,0.100,39,0.029,Completed,327,13
SSI,314,50,50,0.100,40,0.027,Completed,331,17
SSI,314,50,50,0.100,41,0.026,Completed,325,11
SSI,314,50,50,0.100,42,0.028,Completed,327,13
SSI,314,50,50,0.100,43,0.027,Completed,332,18
SSI,314,50,50,0.100,44,0.029,Completed,335,21
SSI,314,50,50,0.100,45,0.028,Completed,328,14
SSI,314,50,50,0.100,46,0.029,Completed,335,21
SSI,314,50,50,0.100,47,0.029,Completed,335,21
SSI,314,50,50,0.100,48,0.029,Completed,326,12
SSI,314,50,50,0.100,49,0.037,Completed,347,33
SSI,314,50,50,0.100,50,0.030,Completed,334,20
SSI,314,50,50,0.100,51,0.028,Completed,329,15
SSI,314,50,50,0.100,52,0.028,Completed,323,9
SSI,314,50,50,0.100,53,0.027,Completed,329,15
SSI,314,50,50,0.100,54,0.029,Completed,331,17
SSI,314,50,50,0.100,55,0.026,Completed,326,12
SSI,314,50,50,0.100,56,0.030,Completed,336,22
SSI,314,50,50,0.100,57,0.029,Completed,335,21
SSI,314,50,50,0.100,58,0.029,Completed,327,13
SSI,314,50,50,0.100,59,0.030,Completed,330,16
SSI,314,50,50,0.100,60,0.035,Completed,340,26
SSI,314,50,50,0.100,61,0.029,Completed,334,20
SSI,314,50,50,0.100,62,0.028,Completed,328,14
SSI,314,50,50,0.100,63,0.028,Completed,332,18
SSI,314,50,50,0.100,64,0.028,Completed,327,13
SSI,314,50,50,0.100,65,0.030,Completed,328,14
SSI,314,50,50,0.100,66,0.031,Completed,338,24
SSI,314,50,50,0.100,67,0.029,Completed,332,18
SSI,314,50,50,0.100,68,0.026,Completed,328,14
SSI,314,50,50,0.100,69,0.026,Completed,325,11
SSI,314,50,50,0.100,70,0.031,Completed,341,27
SSI,314,50,50,0.100,71,0.028,Completed,334,20
SSI,314,50,50,0.100,72,0.025,Completed,326,12
SSI,314,50,50,0.100,73,0.034,Completed,331,17
SSI,314,50,50,0.100,74,0.033,Completed,332,18
SSI,314,50,50,0.100,75,0.028,Completed,333,19
SSI,314,50,50,0.100,76,0.027,Completed,326,12
SSI,314,50,50,0.100,77,0.029,Completed,335,21
SSI,314,50,50,0.100,78,0.028,Completed,331,17
SSI,314,50,50,0.100,79,0.029,Completed,328,14
SSI,314,50,50,0.100,80,0.031,Completed,325,11
SSI,314,50,50,0.100,81,0.037,Completed,327,13
SSI,314,50,50,0.100,82,0.036,Completed,328,14
SSI,314,50,50,0.100,83,0.033,Completed,328,14
SSI,314,50,50,0.100,84,0.037,Completed,328,14
SSI,314,50,50,0.100,85,0.036,Completed,329,15
SSI,314,50,50,0.100,86,0.030,Completed,324,10
SSI,314,50,50,0.100,87,0.035,Completed,327,13
SSI,314,50,50,0.100,88,0.031,Completed,326,12
SSI,314,50,50,0.100,89,0.034,Completed,336,22
SSI,314,50,50,0.100,90,0.028,Completed,332,18
SSI,314,50,50,0.100,91,0.028,Completed,333,19
SSI,314,50,50,0.100,92,0.034,Completed,333,19
SSI,314,50,50,0.100,93,0.033,Completed,331,17
SSI,314,50,50,0.100,94,0.028,Completed,330,16
SSI,314,50,50,0.100,95,0.042,Completed,335,21
SSI,314,50,50,0.100,96,0.034,Completed,330,16
SSI,314,50,50,0.100,97,0.028,Completed,335,21
SSI,314,50,50,0.100,98,0.028,Completed,336,22
SSI,314,50,50,0.100,99,0.027,Completed,326,12
SSI,314,50,50,0.110,0,0.035,Completed,329,15
SSI,314,50,50,0.110,1,0.028,Completed,338,24
SSI,314,50,50,0.110,2,0.028,Completed,330,16
SSI,314,50,50,0.110,3,0.028,Completed,341,27
SSI,314,50,50,0.110,4,0.030,Completed,334,20
SSI,314,50,50,0.110,5,0.028,Completed,339,25
SSI,314,50,50,0.110,6,0.027,Completed,331,17
SSI,314,50,50,0.110,7,0.030,Completed,345,31
SSI,314,50,50,0.110,8,0.026,Completed,330,16
SSI,314,50,50,0.110,9,0.124,Completed,351,37
SSI,314,50,50,0.110,10,0.030,Completed,333,19
SSI,314,50,50,0.110,11,0.030,Completed,336,22
SSI,314,50,50,0.110,12,0.030,Completed,329,15
SSI,314,50,50,0.110,13,0.032,Completed,336,22
SSI,314,50,50,0.110,14,0.030,Completed,337,23
SSI,314,50,50,0.110,15,0.031,Completed,341,27
SSI,314,50,50,0.110,16,0.031,Completed,342,28
SSI,314,50,50,0.110,17,0.029,Completed,339,25
SSI,314,50,50,0.110,18,0.029,Completed,343,29
SSI,314,50,50,0.110,19,0.028,Completed,340,26
SSI,314,50,50,0.110,20,0.031,Completed,352,38
SSI,314,50,50,0.110,21,0.030,Completed,335,21
SSI,314,50,50,0.110,22,0.031,Completed,345,31
SSI,314,50,50,0.110,23,0.031,Completed,341,27
SSI,314,50,50,0.110,24,0.028,Completed,334,20
SSI,314,50,50,0.110,25,0.029,Completed,332,18
SSI,314,50,50,0.110,26,0.029,Completed,335,21
SSI,314,50,50,0.110,27,0.030,Completed,332,18
SSI,314,50,50,0.110,28,0.027,Completed,337,23
SSI,314,50,50,0.110,29,0.025,Completed,331,17
SSI,314,50,50,0.110,30,0.023,Completed,327,13
SSI,314,50,50,0.110,31,0.030,Completed,335,21
SSI,314,50,50,0.110,32,0.030,Completed,341,27
SSI,314,50,50,0.110,33,0.025,Completed,328,14
SSI,314,50,50,0.110,34,0.031,Completed,330,16
SSI,314,50,50,0.110,35,0.027,Completed,333,19
SSI,314,50,50,0.110,36,0.037,Completed,334,20
SSI,314,50,50,0.110,37,0.026,Completed,332,18
SSI,314,50,50,0.110,38,0.027,Completed,332,18
SSI,314,50,50,0.110,39,0.032,Completed,338,24
SSI,314,50,50,0.110,40,0.024,Completed,341,27
SSI,314,50,50,0.110,41,0.030,Completed,332,18
SSI,314,50,50,0.110,42,0.031,Completed,329,15
SSI,314,50,50,0.110,43,0.031,Completed,343,29
SSI,314,50,50,0.110,44,0.029,Completed,329,15
SSI,314,50,50,0.110,45,0.029,Completed,336,22
SSI,314,50,50,0.110,46,0.023,Completed,334,20
SSI,314,50,50,0.110,47,0.030,Completed,337,23
SSI,314,50,50,0.110,48,0.031,Completed,335,21
SSI,314,50,50,0.110,49,0.028,Completed,341,27
SSI,314,50,50,0.110,50,0.028,Completed,331,17
SSI,314,50,50,0.110,51,0.031,Completed,339,25
SSI,314,50,50,0.110,52,0.029,Completed,334,20
SSI,314,50,50,0.110,53,0.027,Completed,331,17
SSI,314,50,50,0.110,54,0.024,Completed,333,19
SSI,314,50,50,0.110,55,0.028,Completed,334,20
SSI,314,50,50,0.110,56,0.031,Completed,334,20
SSI,314,50,50,0.110,57,0.026,Completed,336,22
SSI,314,50,50,0.110,58,0.035,Completed,328,14
SSI,314,50,50,0.110,59,0.030,Completed,338,24
SSI,314,50,50,0.110,60,0.033,Completed,328,14
SSI,314,50,50,0.110,61,0.036,Completed,336,22
SSI,314,50,50,0.110,62,0.029,Completed,346,32
SSI,314,50,50,0.110,63,0.031,Completed,326,12
SSI,314,50,50,0.110,64,0.027,Completed,339,25
SSI,314,50,50,0.110,65,0.031,Completed,325,11
SSI,314,50,50,0.110,66,0.035,Completed,332,18
SSI,314,50,50,0.110,67,0.030,Completed,338,24
SSI,314,50,50,0.110,68,0.030,Completed,338,24
SSI,314,50,50,0.110,69,0.029,Completed,332,18
SSI,314,50,50,0.110,70,0.029,Completed,331,17
SSI,314,50,50,0.110,71,0.030,Completed,337,23
SSI,314,50,50,0.110,72,0.030,Completed,334,20
SSI,314,50,50,0.110,73,0.031,Completed,337,23
SSI,314,50,50,0.110,74,0.031,Completed,331,17
SSI,314,50,50,0.110,75,0.039,Completed,340,26
SSI,314,50,50,0.110,76,0.032,Completed,335,21
SSI,314,50,50,0.110,77,0.039,Completed,344,30
SSI,314,50,50,0.110,78,0.031,Completed,334,20
SSI,314,50,50,0.110,79,0.031,Completed,333,19
SSI,314,50,50,0.110,80,0.037,Completed,336,22
SSI,314,50,50,0.110,81,0.043,Completed,338,24
SSI,314,50,50,0.110,82,0.035,Completed,330,16
SSI,314,50,50,0.110,83,0.038,Completed,337,23
SSI,314,50,50,0.110,84,0.029,Completed,336,22
SSI,314,50,50,0.110,85,0.028,Completed,328,14
SSI,314,50,50,0.110,86,0.025,Completed,337,23
SSI,314,50,50,0.110,87,0.025,Completed,337,23
SSI,314,50,50,0.110,88,0.029,Completed,343,29
SSI,314,50,50,0.110,89,0.030,Completed,339,25
SSI,314,50,50,0.110,90,0.027,Completed,336,22
SSI,314,50,50,0.110,91,0.031,Completed,336,22
SSI,314,50,50,0.110,92,0.038,Completed,337,23
SSI,314,50,50,0.110,93,0.030,Completed,330,16
SSI,314,50,50,0.110,94,0.039,Completed,341,27
SSI,314,50,50,0.110,95,0.037,Completed,336,22
SSI,314,50,50,0.110,96,0.029,Completed,334,20
SSI,314,50,50,0.110,97,0.029,Completed,334,20
SSI,314,50,50,0.110,98,0.037,Completed,335,21
SSI,314,50,50,0.110,99,0.026,Completed,331,17
SSI,314,50,50,0.120,0,0.028,Completed,350,36
SSI,314,50,50,0.120,1,0.030,Completed,335,21
SSI,314,50,50,0.120,2,0.030,Completed,341,27
SSI,314,50,50,0.120,3,0.028,Completed,334,20
SSI,314,50,50,0.120,4,0.029,Completed,350,36
SSI,314,50,50,0.120,5,0.028,Completed,336,22
SSI,314,50,50,0.120,6,0.033,Completed,345,31
SSI,314,50,50,0.120,7,0.031,Completed,350,36
SSI,314,50,50,0.120,8,0.028,Completed,333,19
SSI,314,50,50,0.120,9,0.029,Completed,345,31
SSI,314,50,50,0.120,10,0.029,Completed,347,33
SSI,314,50,50,0.120,11,0.031,Completed,344,30
SSI,314,50,50,0.120,12,0.029,Completed,335,21
SSI,314,50,50,0.120,13,0.030,Completed,339,25
SSI,314,50,50,0.120,14,0.028,Completed,335,21
SSI,314,50,50,0.120,15,0.029,Completed,340,26
SSI,314,50,50,0.120,16,0.028,Completed,349,35
SSI,314,50,50,0.120,17,0.019,Completed,334,20
SSI,314,50,50,0.120,18,0.031,Completed,346,32
SSI,314,50,50,0.120,19,0.023,Completed,344,30
SSI,314,50,50,0.120,20,0.031,Completed,337,23
SSI,314,50,50,0.120,21,0.032,Completed,347,33
SSI,314,50,50,0.120,22,0.031,Completed,337,23
SSI,314,50,50,0.120,23,0.028,Completed,333,19
SSI,314,50,50,0.120,24,0.029,Completed,338,24
SSI,314,50,50,0.120,25,0.034,Completed,345,31
SSI,314,50,50,0.120,26,0.035,Completed,338,24
SSI,314,50,50,0.120,27,0.031,Completed,351,37
SSI,314,50,50,0.120,28,0.035,Completed,342,28
SSI,314,50,50,0.120,29,0.033,Completed,353,39
SSI,314,50,50,0.120,30,0.031,Completed,336,22
SSI,314,50,50,0.120,31,0.030,Completed,339,25
SSI,314,50,50,0.120,32,0.031,Completed,347,33
SSI,314,50,50,0.120,33,0.029,Completed,334,20
SSI,314,50,50,0.120,34,0.031,Completed,350,36
SSI,314,50,50,0.120,35,0.033,Completed,341,27
SSI,314,50,50,0.120,36,0.029,Completed,334,20
SSI,314,50,50,0.120,37,0.032,Completed,350,36
SSI,314,50,50,0.120,38,0.029,Completed,338,24
SSI,314,50,50,0.120,39,0.030,Completed,339,25
SSI,314,50,50,0.120,40,0.031,Completed,338,24
SSI,314,50,50,0.120,41,0.030,Completed,335,21
SSI,314,50,50,0.120,42,0.029,Completed,354,40
SSI,314,50,50,0.120,43,0.036,Completed,341,27
SSI,314,50,50,0.120,44,0.027,Completed,340,26
SSI,314,50,50,0.120,45,0.028,Completed,338,24
SSI,314,50,50,0.120,46,0.031,Completed,338,24
SSI,314,50,50,0.120,47,0.032,Completed,343,29
SSI,314,50,50,0.120,48,0.029,Completed,345,31
SSI,314,50,50,0.120,49,0.030,Completed,340,26
SSI,314,50,50,0.120,50,0.030,Completed,340,26
SSI,314,50,50,0.120,51,0.033,Completed,344,30
SSI,314,50,50,0.120,52,0.030,Completed,339,25
SSI,314,50,50,0.120,53,0.031,Completed,343,29
SSI,314,50,50,0.120,54,0.027,Completed,335,21
SSI,314,50,50,0.120,55,0.030,Completed,344,30
SSI,314,50,50,0.120,56,0.026,Completed,339,25
SSI,314,50,50,0.120,57,0.030,Completed,342,28
SSI,314,50,50,0.120,58,0.029,Completed,342,28
SSI,314,50,50,0.120,59,0.029,Completed,335,21
SSI,314,50,50,0.120,60,0.028,Completed,344,30
SSI,314,50,50,0.120,61,0.028,Completed,338,24
SSI,314,50,50,0.120,62,0.028,Completed,340,26
SSI,314,50,50,0.120,63,0.026,Completed,343,29
SSI,314,50,50,0.120,64,0.025,Completed,341,27
SSI,314,50,50,0.120,65,0.027,Completed,340,26
SSI,314,50,50,0.120,66,0.029,Completed,355,41
SSI,314,50,50,0.120,67,0.027,Completed,336,22
SSI,314,50,50,0.120,68,0.031,Completed,340,26
SSI,314,50,50,0.120,69,0.029,Completed,338,24
SSI,314,50,50,0.120,70,0.032,Completed,341,27
SSI,314,50,50,0.120,71,0.027,Completed,343,29
SSI,314,50,50,0.120,72,0.028,Completed,337,23
SSI,314,50,50,0.120,73,0.030,Completed,344,30
SSI,314,50,50,0.120,74,0.028,Completed,343,29
SSI,314,50,50,0.120,75,0.029,Completed,340,26
SSI,314,50,50,0.120,76,0.032,Completed,345,31
SSI,314,50,50,0.120,77,0.029,Completed,343,29
SSI,314,50,50,0.120,78,0.028,Completed,336,22
SSI,314,50,50,0.120,79,0.030,Completed,348,34
SSI,314,50,50,0.120,80,0.029,Completed,337,23
SSI,314,50,50,0.120,81,0.029,Completed,348,34
SSI,314,50,50,0.120,82,0.026,Completed,339,25
SSI,314,50,50,0.120,83,0.027,Completed,341,27
SSI,314,50,50,0.120,84,0.029,Completed,340,26
SSI,314,50,50,0.120,85,0.028,Completed,340,26
SSI,314,50,50,0.120,86,0.027,Completed,336,22
SSI,314,50,50,0.120,87,0.028,Completed,344,30
SSI,314,50,50,0.120,88,0.029,Completed,337,23
SSI,314,50,50,0.120,89,0.029,Completed,346,32
SSI,314,50,50,0.120,90,0.028,Completed,345,31
SSI,314,50,50,0.120,91,0.027,Completed,346,32
SSI,314,50,50,0.120,92,0.029,Completed,337,23
SSI,314,50,50,0.120,93,0.029,Completed,347,33
SSI,314,50,50,0.120,94,0.028,Completed,341,27
SSI,314,50,50,0.120,95,0.029,Completed,341,27
SSI,314,50,50,0.120,96,0.032,Completed,343,29
SSI,314,50,50,0.120,97,0.029,Completed,351,37
SSI,314,50,50,0.120,98,0.028,Completed,345,31
SSI,314,50,50,0.120,99,0.028,Completed,339,25
SSI,314,50,50,0.130,0,0.021,Completed,340,26
SSI,314,50,50,0.130,1,0.021,Completed,336,22
SSI,314,50,50,0.130,2,0.022,Completed,343,29
SSI,314,50,50,0.130,3,0.028,Completed,352,38
SSI,314,50,50,0.130,4,0.031,Completed,345,31
SSI,314,50,50,0.130,5,0.029,Completed,346,32
SSI,314,50,50,0.130,6,0.029,Completed,342,28
SSI,314,50,50,0.130,7,0.034,Completed,339,25
SSI,314,50,50,0.130,8,0.032,Completed,342,28
SSI,314,50,50,0.130,9,0.031,Completed,341,27
SSI,314,50,50,0.130,10,0.030,Completed,356,42
SSI,314,50,50,0.130,11,0.023,Completed,345,31
SSI,314,50,50,0.130,12,0.031,Completed,346,32
SSI,314,50,50,0.130,13,0.036,Completed,338,24
SSI,314,50,50,0.130,14,0.029,Completed,340,26
SSI,314,50,50,0.130,15,0.029,Completed,351,37
SSI,314,50,50,0.130,16,0.024,Completed,351,37
SSI,314,50,50,0.130,17,0.034,Completed,330,16
SSI,314,50,50,0.130,18,0.023,Completed,357,43
SSI,314,50,50,0.130,19,0.033,Completed,349,35
SSI,314,50,50,0.130,20,0.028,Completed,343,29
SSI,314,50,50,0.130,21,0.034,Completed,354,40
SSI,314,50,50,0.130,22,0.032,Completed,348,34
SSI,314,50,50,0.130,23,0.030,Completed,348,34
SSI,314,50,50,0.130,24,0.030,Completed,336,22
SSI,314,50,50,0.130,25,0.029,Completed,344,30
SSI,314,50,50,0.130,26,0.028,Completed,330,16
SSI,314,50,50,0.130,27,0.032,Completed,348,34
SSI,314,50,50,0.130,28,0.026,Completed,345,31
SSI,314,50,50,0.130,29,0.028,Completed,353,39
SSI,314,50,50,0.130,30,0.027,Completed,345,31
SSI,314,50,50,0.130,31,0.028,Completed,335,21
SSI,314,50,50,0.130,32,0.025,Completed,340,26
SSI,314,50,50,0.130,33,0.028,Completed,341,27
SSI,314,50,50,0.130,34,0.031,Completed,337,23
SSI,314,50,50,0.130,35,0.041,Completed,346,32
SSI,314,50,50,0.130,36,0.026,Completed,351,37
SSI,314,50,50,0.130,37,0.028,Completed,344,30
SSI,314,50,50,0.130,38,0.029,Completed,344,30
SSI,314,50,50,0.130,39,0.032,Completed,341,27
SSI,314,50,50,0.130,40,0.043,Completed,347,33
SSI,314,50,50,0.130,41,0.038,Completed,344,30
SSI,314,50,50,0.130,42,0.031,Completed,352,38
SSI,314,50,50,0.130,43,0.040,Completed,344,30
SSI,314,50,50,0.130,44,0.024,Completed,341,27
SSI,314,50,50,0.130,45,0.030,Completed,336,22
SSI,314,50,50,0.130,46,0.028,Completed,352,38
SSI,314,50,50,0.130,47,0.031,Completed,347,33
SSI,314,50,50,0.130,48,0.038,Completed,347,33
SSI,314,50,50,0.130,49,0.030,Completed,346,32
SSI,314,50,50,0.130,50,0.031,Completed,340,26
SSI,314,50,50,0.130,51,0.031,Completed,346,32
SSI,314,50,50,0.130,52,0.028,Completed,335,21
SSI,314,50,50,0.130,53,0.026,Completed,350,36
SSI,314,50,50,0.130,54,0.030,Completed,345,31
SSI,314,50,50,0.130,55,0.029,Completed,349,35
SSI,314,50,50,0.130,56,0.027,Completed,337,23
SSI,314,50,50,0.130,57,0.029,Completed,345,31
SSI,314,50,50,0.130,58,0.036,Completed,354,40
SSI,314,50,50,0.130,59,0.031,Completed,343,29
SSI,314,50,50,0.130,60,0.031,Completed,339,25
SSI,314,50,50,0.130,61,0.027,Completed,349,35
SSI,314,50,50,0.130,62,0.026,Completed,337,23
SSI,314,50,50,0.130,63,0.026,Completed,346,32
SSI,314,50,50,0.130,64,0.025,Completed,346,32
SSI,314,50,50,0.130,65,0.029,Completed,340,26
SSI,314,50,50,0.130,66,0.029,Completed,340,26
SSI,314,50,50,0.130,67,0.032,Completed,341,27
SSI,314,50,50,0.130,68,0.031,Completed,352,38
SSI,314,50,50,0.130,69,0.035,Completed,350,36
SSI,314,50,50,0.130,70,0.030,Completed,339,25
SSI,314,50,50,0.130,71,0.029,Completed,345,31
SSI,314,50,50,0.130,72,0.031,Completed,339,25
SSI,314,50,50,0.130,73,0.033,Completed,350,36
SSI,314,50,50,0.130,74,0.028,Completed,346,32
SSI,314,50,50,0.130,75,0.028,Completed,349,35
SSI,314,50,50,0.130,76,0.028,Completed,350,36
SSI,314,50,50,0.130,77,0.030,Completed,348,34
SSI,314,50,50,0.130,78,0.031,Completed,352,38
SSI,314,50,50,0.130,79,0.033,Completed,340,26
SSI,314,50,50,0.130,80,0.028,Completed,336,22
SSI,314,50,50,0.130,81,0.034,Completed,347,33
SSI,314,50,50,0.130,82,0.024,Completed,340,26
SSI,314,50,50,0.130,83,0.030,Completed,356,42
SSI,314,50,50,0.130,84,0.031,Completed,347,33
SSI,314,50,50,0.130,85,0.031,Completed,341,27
SSI,314,50,50,0.130,86,0.025,Completed,340,26
SSI,314,50,50,0.130,87,0.030,Completed,349,35
SSI,314,50,50,0.130,88,0.032,Completed,341,27
SSI,314,50,50,0.130,89,0.032,Completed,353,39
SSI,314,50,50,0.130,90,0.028,Completed,345,31
SSI,314,50,50,0.130,91,0.038,Completed,344,30
SSI,314,50,50,0.130,92,0.033,Completed,343,29
SSI,314,50,50,0.130,93,0.032,Completed,351,37
SSI,314,50,50,0.130,94,0.030,Completed,346,32
SSI,314,50,50,0.130,95,0.027,Completed,342,28
SSI,314,50,50,0.130,96,0.029,Completed,342,28
SSI,314,50,50,0.130,97,0.031,Completed,355,41
SSI,314,50,50,0.130,98,0.029,Completed,347,33
SSI,314,50,50,0.130,99,0.028,Completed,338,24
SSI,314,50,50,0.140,0,0.032,Completed,365,51
SSI,314,50,50,0.140,1,0.038,Completed,353,39
SSI,314,50,50,0.140,2,0.036,Completed,358,44
SSI,314,50,50,0.140,3,0.033,Completed,343,29
SSI,314,50,50,0.140,4,0.031,Completed,349,35
SSI,314,50,50,0.140,5,0.027,Completed,342,28
SSI,314,50,50,0.140,6,0.036,Completed,352,38
SSI,314,50,50,0.140,7,0.032,Completed,346,32
SSI,314,50,50,0.140,8,0.033,Completed,356,42
SSI,314,50,50,0.140,9,0.031,Completed,354,40
SSI,314,50,50,0.140,10,0.031,Completed,351,37
SSI,314,50,50,0.140,11,0.033,Completed,356,42
SSI,314,50,50,0.140,12,0.033,Completed,358,44
SSI,314,50,50,0.140,13,0.029,Completed,351,37
SSI,314,50,50,0.140,14,0.028,Completed,349,35
SSI,314,50,50,0.140,15,0.024,Completed,344,30
SSI,314,50,50,0.140,16,0.039,Completed,356,42
SSI,314,50,50,0.140,17,0.033,Completed,368,54
SSI,314,50,50,0.140,18,0.031,Completed,338,24
SSI,314,50,50,0.140,19,0.034,Completed,360,46
SSI,314,50,50,0.140,20,0.032,Completed,352,38
SSI,314,50,50,0.140,21,0.034,Completed,365,51
SSI,314,50,50,0.140,22,0.032,Completed,358,44
SSI,314,50,50,0.140,23,0.035,Completed,345,31
SSI,314,50,50,0.140,24,0.033,Completed,352,38
SSI,314,50,50,0.140,25,0.032,Completed,345,31
SSI,314,50,50,0.140,26,0.033,Completed,341,27
SSI,314,50,50,0.140,27,0.031,Completed,350,36
SSI,314,50,50,0.140,28,0.031,Completed,349,35
SSI,314,50,50,0.140,29,0.036,Completed,364,50
SSI,314,50,50,0.140,30,0.032,Completed,356,42
SSI,314,50,50,0.140,31,0.030,Completed,353,39
SSI,314,50,50,0.140,32,0.030,Completed,344,30
SSI,314,50,50,0.140,33,0.034,Completed,348,34
SSI,314,50,50,0.140,34,0.032,Completed,357,43
SSI,314,50,50,0.140,35,0.030,Completed,349,35
SSI,314,50,50,0.140,36,0.029,Completed,343,29
SSI,314,50,50,0.140,37,0.034,Completed,363,49
SSI,314,50,50,0.140,38,0.034,Completed,350,36
SSI,314,50,50,0.140,39,0.030,Completed,355,41
SSI,314,50,50,0.140,40,0.030,Completed,353,39
SSI,314,50,50,0.140,41,0.032,Completed,357,43
SSI,314,50,50,0.140,42,0.028,Completed,341,27
SSI,314,50,50,0.140,43,0.033,Completed,357,43
SSI,314,50,50,0.140,44,0.031,Completed,359,45
SSI,314,50,50,0.140,45,0.029,Completed,346,32
SSI,314,50,50,0.140,46,0.036,Completed,361,47
SSI,314,50,50,0.140,47,0.030,Completed,344,30
SSI,314,50,50,0.140,48,0.035,Completed,347,33
SSI,314,50,50,0.140,49,0.035,Completed,350,36
SSI,314,50,50,0.140,50,0.031,Completed,345,31
SSI,314,50,50,0.140,51,0.031,Completed,344,30
SSI,314,50,50,0.140,52,0.037,Completed,359,45
SSI,314,50,50,0.140,53,0.046,Completed,348,34
SSI,314,50,50,0.140,54,0.032,Completed,353,39
SSI,314,50,50,0.140,55,0.038,Completed,363,49
SSI,314,50,50,0.140,56,0.031,Completed,354,40
SSI,314,50,50,0.140,57,0.032,Completed,357,43
SSI,314,50,50,0.140,58,0.042,Completed,358,44
SSI,314,50,50,0.140,59,0.052,Completed,354,40
SSI,314,50,50,0.140,60,0.053,Completed,340,26
SSI,314,50,50,0.140,61,0.042,Completed,367,53
SSI,314,50,50,0.140,62,0.033,Completed,350,36
SSI,314,50,50,0.140,63,0.029,Completed,349,35
SSI,314,50,50,0.140,64,0.037,Completed,355,41
SSI,314,50,50,0.140,65,0.044,Completed,351,37
SSI,314,50,50,0.140,66,0.041,Completed,356,42
SSI,314,50,50,0.140,67,0.034,Completed,342,28
SSI,314,50,50,0.140,68,0.052,Completed,355,41
SSI,314,50,50,0.140,69,0.038,Completed,343,29
SSI,314,50,50,0.140,70,0.036,Completed,354,40
SSI,314,50,50,0.140,71,0.028,Completed,347,33
SSI,314,50,50,0.140,72,0.031,Completed,350,36
SSI,314,50,50,0.140,73,0.046,Completed,359,45
SSI,314,50,50,0.140,74,0.034,Completed,359,45
SSI,314,50,50,0.140,75,0.033,Completed,338,24
SSI,314,50,50,0.140,76,0.031,Completed,345,31
SSI,314,50,50,0.140,77,0.032,Completed,347,33
SSI,314,50,50,0.140,78,0.034,Completed,341,27
SSI,314,50,50,0.140,79,0.033,Completed,348,34
SSI,314,50,50,0.140,80,0.036,Completed,353,39
SSI,314,50,50,0.140,81,0.039,Completed,361,47
SSI,314,50,50,0.140,82,0.033,Completed,351,37
SSI,314,50,50,0.140,83,0.028,Completed,340,26
SSI,314,50,50,0.140,84,0.030,Completed,344,30
SSI,314,50,50,0.140,85,0.034,Completed,351,37
SSI,314,50,50,0.140,86,0.040,Completed,349,35
SSI,314,50,50,0.140,87,0.037,Completed,357,43
SSI,314,50,50,0.140,88,0.036,Completed,362,48
SSI,314,50,50,0.140,89,0.038,Completed,348,34
SSI,314,50,50,0.140,90,0.033,Completed,348,34
SSI,314,50,50,0.140,91,0.032,Completed,345,31
SSI,314,50,50,0.140,92,0.038,Completed,350,36
SSI,314,50,50,0.140,93,0.039,Completed,356,42
SSI,314,50,50,0.140,94,0.032,Completed,343,29
SSI,314,50,50,0.140,95,0.032,Completed,347,33
SSI,314,50,50,0.140,96,0.036,Completed,348,34
